Job_Name,Company,City,Job_type,Employees,Followers,Applicants,Industry,Level,Involvment,Job_Desception,skills
"Analytics Specialist (Bangkok Based, Relocation Provided)",Agoda,"Bengaluru, Karnataka, India",Full-time · Associate,"5,001-10,000 employees","7,696 on LinkedIn",Null,"Computer Software 5,001-10,000 employees 7,696 on LinkedIn",Full-time · Associate,"['Experimentation and optimizing campaign performance: Experiment with ads/campaign structures and bidding& pricing strategies on partners such as Google, Bing, TripAdvisor, Trivago, and other search engines. Adapt to new product features and roll out changes from successful tests.', 'Modeling: Analyze vast amounts of data generated by experiments, develop predictive models using data science techniques (e.g. understanding the impact on bookings from large-scale TV campaigns or demand elasticity from pricing optimization), and liaise with product teams on an implementation roadmap', 'Reporting, analysis, and insights: Building dashboards to track performance, derive insights, understand growth levers, and communicate recommendations via presentations to stakeholders', 'Bachelor’s degree or higher from top university in a quantitative subject e.g. computer science, mathematics, engineering business, science, or relevant field of study', '0 to 4 years experience in data crunching from top-tier consulting, investment banking, private equity or strategy/business role for a fast-growing global tech company', 'Experience in one or more data analysis packages or databases, e.g. SQL, SAS, R, SPSS, Python, VBA and visualization tools, e.g. Tableau, Power BI, etc.', 'Excellent verbal and written communication skills in English', 'Ability to move fast and be efficient, making decisions on objective data evidence', 'Innate desire to take ownership, make an impact and influence outcomes', 'Excellent organizational skills, attention to detail and ability to work independently', 'Experience in digital marketing or e-commerce', 'Experience with A/B testing and other testing metrics', 'Strong presentation and negotiation skills']",CommunicationData ScienceA/B TestingAddAd ServingAddBusiness InsightsAddDigital MarketingAddE-CommerceAddInvestment BankingAddPricing OptimizationAddWritten CommunicationAdd,
IQ Performance Lead for LATAM Market,HP,"Chennai, Tamil Nadu, India",Hybrid,"10,001+ employees","135,548 on LinkedIn",1 applicant,"Information Technology & Services 10,001+ employees 135,548 on LinkedIn",Full-time · Mid-Senior level,"['Communicates project status, process standards and changes, and issues and workarounds, clearly and succinctly to business and operations support team.', 'Owns the research and data analysis for complex projects; may lead low complexity projects.', 'Represents the needs of the business or function during moderately complex process improvement projects.', 'Collaborates with operational teams and business stakeholders to gather business requirements, supporting the design of new or improved processes of moderate complexity, and understand business/customer impact.', 'Utilizes standard project management and quality improvement methodologies in process improvement approaches.', 'Drives projects and implements process changes in order to meet ongoing business objectives.', 'First-level university degree or equivalent experience; may have advanced university degree.', 'Typically 4-6 years of related experience in IT/business operations.', 'Typically 3-5 years of project management experience.', 'Quality improvement training required.', 'Thorough knowledge of HP operational processes, industry trends, and customer/partner requirements.', 'Broad understanding of core HP businesses and the revenue cycle.', 'Strong communication skills (i.e. written, verbal, presentation). Mastery in English and local language as well as other languages as required.', 'Strong knowledge of process area, experience with process improvement projects and ability to provide suggestions for process improvements.', 'Demonstrated project management, problem solving, and analytical skills.', 'Basic financial and business acumen.']",Analytical SkillsCommunicationPresentationsProblem SolvingBusiness Process ImprovementAddBusiness RequirementsAddEnglishAddHP ProductsAddProcess Improvement ProjectsAddRevenue Cycle ManagementAdd,
"Business Analyst, AVP",NatWest Group,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","36,412 on LinkedIn",20 applicants,"Banking 10,001+ employees 36,412 on LinkedIn",Full-time · Associate,"['This is an opportunity for a driven Business Analyst to join us and make a tangible impact on our function', 'You’ll be producing business requirements to inform future state design, as you support teams to understand and link the requirements to the overall domain strategy', 'It’s a chance to develop your skills as you research, understand and keep up to date with industry thinking, best practice, technology and customer trends', 'This role is available at associate vice president level', 'Interact with customers, key stakeholders and the team to obtain and document functional and non-functional needs', 'Support the team to analyse business requirements and technical specifications to see how they can be developed into small testable and releasable elements', 'Elicit and input into writing business requirements, user stories and epics as required using relevant techniques', 'Support the feature team in creating and executing test scenarios and test scripts, identifying and supporting cut-over and implementation tasks', 'Facilitating UAT as well as supporting platform and feature teams in executing the UAT', 'Proven application of business analysis tools and techniques', 'A good understanding of Agile values, principles and methodologies with experience of working within an Agile environment', 'Excellent communication skills with the ability to communicate complex technical concepts clearly to your peers and management level colleagues', 'Good collaboration and stakeholder management skills']",CommunicationBusiness AnalysisAddBusiness RequirementsAddCustomer AdvocacyAddStakeholder ManagementAddStoryAddTechnical SpecsAddTest ScenariosAddUser Acceptance TestingAddUser StoriesAdd,
Senior Product Analyst,FictiveBox Media,"Noida, Uttar Pradesh, India",On-site,11-50 employees,32 on LinkedIn,48 applicants,Information Technology & Services 11-50 employees 32 on LinkedIn,Full-time,"['Conduct market research to identify customer needs and preferences.', 'Analyze product performance and identify areas for improvement.', 'Work closely with cross-functional teams to develop new product features and enhancements.', 'Develop and maintain product roadmaps and specifications.', 'Create and maintain product documentation, user guides, release notes, and product FAQs.', 'Work closely with the engineering team to ensure that new product features and enhancements are developed according to the product specifications.', 'Collaborate with the marketing team to develop go-to-market strategies and product messaging.', 'Analyze product usage data and customer feedback to identify areas for improvement.', 'Develop and deliver product training to internal teams and external customers.', ""Bachelor's or Master's degree in a relevant field"", '2+ years of experience in product management', 'Strong analytical skills with experience using data analysis tools.', 'Experience with product development and management.', 'Excellent communication skills and ability to work in a team environment.', 'Understanding of Agile methodology.', 'Experience working with cross-functional teams.', 'Ability to work in a fast-paced and dynamic environment.', 'Strong problem-solving skills and attention to detail.', 'Experience working in a SaaS company is a plus.', 'Experience with startup is a plus.']",Analytical SkillsData AnalysisData AnalyticsAgile MethodologiesAddDocumentationAddMarket ResearchAddMarketing StrategyAddMethodologyAddProduct DevelopmentAddSoftware as a Service (SaaS)Add,
Technology Business Analyst-Senior Manager,State Street,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","33,680 on LinkedIn",15 applicants,"Financial Services 10,001+ employees 33,680 on LinkedIn",Full-time,"['Good knowledge of Regulatory requirements in particular EMIR/ SFTR/ MIFID IKnowledge of External vendors across market data providers and ECN/ EMS platforms for trade execution', 'Expertise in all aspects of Requirement Gathering, Data Analysis, Gap Analysis .', 'Produce Analysis and functional specification documents (BSD/FSD)', 'Produce Test Plans and Scenarios', 'Conducting IT testing and user testing activities Excellent Documentation Skills', 'Excellent Communication Skills', 'Ability to collaborate with all the project stakeholders, business stakeholders & IT Teams. Taking ownership of problems and driving towards their resolution', 'Bachelor’s degree or equivalent related work experience', 'CFA/FRM professional certification preferred']",AnalyticsData AnalyticsDerivativesAddDocumentationAddECNAddFixed-Income InvestingAddGap AnalysisAddRegulatory ReportingAddRequirements GatheringAddTrade ExecutionAdd,
Salesforce Data Specialist,Lincoln International,"Mumbai, Maharashtra, India",On-site,"501-1,000 employees","1,119 on LinkedIn",2 applicants,"Investment Banking 501-1,000 employees 1,119 on LinkedIn",Full-time · Entry level,"['Play a key role in actively managing the database to improve data integrity', 'Import contacts into Salesforce related to new hires and other additions', 'Ensure that duplicate records within Salesforce are merged, via automations or otherwise', 'Serve as a key person to assist with answering “how to” questions and troubleshooting for the global organization during local hours, most importantly for Lincoln’s Asia’s offices', 'Identify problems within the business and help establish processes to solve these issues within India', 'Support the delivery of vital projects alongside the rest of the Business Enablement team', 'Build, manage, and circulate regular/ad hoc reports to colleagues, particularly senior management', 'Develop your skills with tools such as Salesforce, Cloudingo, and ZoomInfo and apply these technologies to solve real-world business problems', 'Authentic individual with high integrity, whose personal and professional values are consistent with Lincoln’s Culture Statement (Excellence, Entrepreneurship, Integration, Collaboration, Integrity)', 'Assertive, articulate, and self-motivated, can manage multiple tasks and deadlines in a fast-paced environment', 'Strong collaborator who enjoys working in an entrepreneurial environment', 'Driven and ambitious professional who gains satisfaction from achieving personal and team goals', 'Ability to interface effectively with all levels of management and banking staff as it relates to reporting and analytics', 'Minimum 1 – 2 years of professional experience in a comparable analytical role', 'Bachelor’s degree in business, math, statistics or related', 'Excellent written and verbal communication skills', 'Strong technical aptitude', 'Proficiency in Microsoft Windows, Outlook, Word and PowerPoint', 'Proficient with Microsoft Excel and data management and manipulation (e.g. write and use formulas, track statistics, manipulate data tables)']",Analytical SkillsAnalyticsCommunicationData ModelingData EngineeringAddData IntegrityAddDatabasesAddEnablementAddOral CommunicationAddTroubleshootingAdd,
"Technical Specialist-MS,Network",NTT Ltd.,"Mumbai, Maharashtra, India",Hybrid,"10,001+ employees","17,658 on LinkedIn",60 applicants,"Information Technology & Services 10,001+ employees 17,658 on LinkedIn",Full-time · Mid-Senior level,"['Ensure that assigned infrastructure at the client site is configured, installed, tested, and operational', 'Perform necessary checks, apply monitoring tools and respond to alerts', 'Identify problems and errors prior to or when it occurs and log all such incidents in a timely manner with the required level of detail', 'Assist in analyzing, assigning, and escalating support calls', 'Investigate third line support calls assigned and identify the root cause of incidents and problems', 'Report and escalate issues to 3rd party vendors if necessary', 'Provide onsite technical support to clients and provide field engineering services to clients', 'Conduct a monthly random review of incidents and service requests, analyze and recommend improvement in quality', 'Provide continuous feedback to clients and affected parties and update all systems and/or portals as prescribed by NTT', 'Proactively identify opportunities for work optimization including opportunities for automation of work', 'Ability to communicate and work across different cultures and social groups', 'Ability to plan activities and projects well in advance, and takes into account possible changing circumstances', 'Ability to maintain a positive outlook at work', 'Ability to work well in a pressurized environment', 'Ability to work hard and put in longer hours when it is necessary', 'Ability to apply active listening techniques such as paraphrasing the message to confirm understanding, probing for further relevant information, and refraining from interrupting', 'Ability to adapt to changing circumstances', 'Ability to place clients at the forefront of all interactions, understanding their requirements, and creating a positive client experience throughout the total client journey', 'Advanced diploma, degree, or relevant qualification in IT/Computing (or demonstrated equivalent work experience)', 'Demonstrated work experience', 'Demonstrated experience required in Engineering function within a medium to large ICT organization', 'Demonstrated experience of Managed Services', 'Demonstrated working knowledge of ITIL processes', 'Demonstrated experience working with vendors and/or 3rd parties']",CommunicationActive ListeningAddCustomer ExperienceAddForefrontAddInformation TechnologyAddInformation and Communications Technology (ICT)AddLevel of Detail (LOD)AddProduct ReviewsAddRoot CauseAddService-Level Agreements (SLA)Add,
Database Administrator- Mysql,Cavista,"Pune, Maharashtra, India",On-site,201-500 employees,367 on LinkedIn,59 applicants,Information Technology & Services 201-500 employees 367 on LinkedIn,Full-time · Mid-Senior level,"['Participate in daily operations to support the business.', 'Optimizing database (SQL calls) for max performance', 'Collaborate with management in the development of performance goals and long-term operational plans.', 'Collaborate in operational processes and performance, recommend solutions for improvement.', 'Experience with SQL and stored routines.', 'Experience working with HA Proxy, ProxySQL or MaxScale will be a plus.', 'Working knowledge with AWS database technologies like Aurora, RDS.', 'Monitor day-to-day operational systems and processes that provide visibility into goals, progress, and obstacles for our key initiatives.', 'Maintain relationships with all technology team members, external partners, and vendors to provide input regarding operational activity and strategic goals.', 'Monitor and analyze key metrics for the day-to-day performance of the operations to ensure efficient and timely completion of tasks.', 'Perform technical troubleshooting to diagnose, isolate and correct data and database issues.', 'Required – 6 years of MySQL management experience.', 'Required – Experience in MySQL configuring HA and clustering solutions.', 'Required – Large scale MySQL deployments.', 'Required – MySQL sharding architecture and techniques.', 'Ability to work with Linux/Unix based OS Environment.', 'MS SQL experience is a plus.', 'Software as a service industry experience is a plus.', 'Cloud experience is a plus', 'Strong communication, interpersonal and professional skills.', 'Proven ability to plan and manage the operational process for maximum efficiency and productivity.', 'Demonstrated ability to solve problems and anticipate customer needs.', 'Demonstrated ability to organize, set, and implement priorities and manage multiple tasks.']",Microsoft SQL ServerMySQLDatabase AdministrationAddDatabasesAddHigh Availability (HA)AddLinuxAddSQL DatabaseAddTroubleshootingAddUnixAdd,
Management Trainee - Collections - Corporate Finance-COR025716,Genpact,"Gurugram, Haryana, India",On-site,"10,001+ employees","130,115 on LinkedIn",3 applicants,"Information Technology & Services 10,001+ employees 130,115 on LinkedIn",Full-time · Associate,"['', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAccount ReconciliationAddCash CollectionAddCommerceAddDays Sales Outstanding (DSO)AddDebt CollectionAddDispute ManagementAddDispute ResolutionAddIndependent ContributorAddInterpersonal SkillsAdd,
"Projektmanager (AI), Consultant (Business)",Dharma Funding Solutions,India,Remote,11-50 employees,18 on LinkedIn,47 applicants,Financial Services 11-50 employees 18 on LinkedIn,Full-time,"['Project Manager (f/m/d)Full-time in India, starting immediately.Dharma Funding Solutions is an Austrian company specialized in providing engineering services to clients from various “High tech Innovation” fields. Most of the clients are either Startups or SMEs located all over Europe, developing a high tech, highly innovative product or service which involves intensive R&D and high technical risk for product development. Presently, we have 3 offices in Austria (Graz-HQ, Vienna, Klagenfurt) and in Spain (Barcelona). Indian office is in the early stage but growing very fast. Therefore, I am looking for a project manager who has a B.tech/BE with MBA (economics/Finance) with fluent English language.TASKS:· Preparation of funding applications, business plans and technical documents which are required by different funding applications in English language.· Preparation of market analysis, competitor analysis and market search.· Preparation of AI/ML/Automation and other technical project concepts together with clients.· Support in daily business activities, mostly focused around “Funding, Financing & Investments” in technical innovation field.· Support in setting up, developing team, leading team in the Indian branch.REQUIREMENTS:· Btech/BE with MBA ideally in IT/AI/ML/Automation/Process Engineering field· Solid business education, good financial and technical understanding· Native level English (written and spoken); Independent and accurate way of working, dependabilityWHAT WE OFFER:· A charming, international team; cooperative working atmosphere, central office· Training possibilities to sharpen your skills and diverse tasks· Home office possibility· Permanent job and highly competitive salaryPlease apply via e-mail: verma@dharma-funding.solutions or contact@dharma-funding.solutions']",Artificial Intelligence (AI)AddBusiness EducationAddBusiness PlanningAddCompetitive AnalysisAddFunding ApplicationsAddMarket AnalysisAddNatural Language Processing (NLP)AddProcess EngineeringAddProduct MarketingAddTechnical UnderstandingAdd,
Sales Operations Analyst,the vecA,"Gurugram, Haryana, India",On-site,2-10 employees,8 on LinkedIn,27 applicants,Staffing & Recruiting 2-10 employees 8 on LinkedIn,Full-time,"['Supporting the Sales team in day-to-day operational work', 'Coordinating with agencies/clients for payments, RO, and asset materials and entering the deal in the OMS system', 'Taking necessary approval and processing the commercial and feature materials before the deal execution', 'Booking the spots and features in the system as per the deal and the RO', 'Checking relevant reports and following up for making goods with agency/client', 'Reconciliation, Billing, and day-to-day documentation and coordination']",Microsoft ExcelAd ServingAddDeal ExecutionAddDigital MarketingAddFollowing UpAddMarketingAddOperationsAddPivot TablesAddSalesAddSales OperationsAdd,
Executive- Financial Analysis,Growthaholics,"Jaipur, Rajasthan, India",On-site,11-50 employees,1 on LinkedIn,13 applicants,Human Resources 11-50 employees 1 on LinkedIn,Full-time,"['URGENTLY REQUIRED!!Executive Financial AnalysisRequired Skills:Good knowledge of Excel.Good communication skills (both written & spoken)Analytical mind, analysis of investment portfolios, financial planning & query management.Academically bright, Graduate in any stream (preferably commerce/economics), PG (CFP/MBA/PGDBM/CA Inter/CS Inter/ICWA-inter) would be an advantage.Keen to learn & hunger for knowledge. Long term players will do well on this position with us.Remuneration: 18 to 20 kINDUSTRY TYPE- FINANCIAL SERVICESLOCATION- SHYAM NAGAR, JAIPUR1.5 YEARS OF SERVICE BOND COMPULSORY']",Analytical SkillsCommunicationFinancial PlanningMicrosoft ExcelFinancial AnalysisAddInvestment PortfoliosAddNegotiationAddQuantitative AnalyticsAddQuery WritingAddResearchAdd,
"Lead Data Specialist (Industry Expert), Data Operations",S&P Global,"Hyderabad, Telangana, India",On-site,"10,001+ employees","31,767 on LinkedIn",5 applicants,"Financial Services 10,001+ employees 31,767 on LinkedIn",Full-time,"['This role would be working closely with Data Management, Data Quality, Data Transformation and Technology teams in leading data extraction and validation capabilities in Transactions transformation team.', 'The role would also work with Cognitive Engineering team to build, test, and deploy scripts that identify erroneous data.', 'This role would be responsible for identifying opportunities in improving document sourcing workflows and experiment and implement AI & ML techniques that improve document relevancy scores.', 'This role would also be partnering with Data Transformation and Data Operations teams in identifying opportunities in extraction model performance improvement and implement innovative solution to solve ETL problems.', 'Lead building of modern data extraction and validation capabilities that elevate Transactions data quality', 'Showcase your specialized skills in SQL, VBA, Python, and other technologies to bring in efficiency and data quality improvements.', 'Opportunity to work with a variety of stakeholders across the data, product, and technology organizations at SPGMI and cross divisionally.', 'Great opportunity to apply experiences and learning in the areas of Project Management, Business Analysis, Requirement Elicitation and Analysis, LEAN and Sig Sigma initiatives for the dataset.', 'You will be working with team who focus on delivering efficiency and data quality through modern technology and integration of legacy tools and processes.', 'Serve as the subject matter expert for a range of research activities.', 'Lead the data collation, analysis, extraction, manipulation and validation process through extensive research of data sets', 'Collaborate with Data Transformation and Technology teams to deliver sophisticated data validation capability that supports writing scripts in python and other data manipulation languages.', 'Support the document sourcing team through improvement in document relevance that increases efficiency and productivity.', 'Lead data extraction capability by identifying new data items to automate and areas of improvement in existing extraction solutions.', 'Work with Data Transformation team in writing post extraction rules in vendor platform that improves recall scores of data extraction models.', 'Liaises with data and technology teams globally to streamline the data/content management process workflow and ensures new processes are implemented and integrated without compromising data integrity.', 'Lead requirement elicitation and testing processes as needed.', 'Design new process guidelines, write business procedures and training materials, and lead implementation plans and stakeholder communications.', 'Working knowledge of SQL, VBA & Data Visualization Tools', 'Knowledge on lean/Automation or Related Certification', 'Experience in leading AI & ML projects that deal with handling financial data', 'Proven project management expertise in data industry', 'Good understanding of capital markets operations workflow', 'Exposure to financial documents sourcing and sourcing improvement technologies is a plus', 'Experience in leading projects related to automated event detection, data parsing and triaging', 'Analytical mindset and strong in logical reasoning', 'Ability to prioritize, multi-task and effective Time Utilization/Project Management skills', 'An inquisitive and investigative nature.', 'A Positive attitude, strong interest in research, flair for writing and an eye for detail.', 'Strong Partnership oriented mindset', 'Comfortable taking initiative and demonstrating resourcefulness', 'Graduate Degree in Finance/Technology', '8 to 10 years of prior work experience in related industry (Financial Services)', 'Experience of managing document sourcing or workflow projects in data industry', 'Good Written and Verbal Communication', 'Working knowledge of Advance Excel, VBA and data visualization like Power BI/ Tableau', 'Hands on experience in developing and executing SQL Queries', 'Good understanding of Financial Markets, Corporate Actions & Financial Products', 'Client centric mindset', 'Analytical mindset and strong in logical reasoning', 'Ability to prioritize, multi-task and effective Time Utilization/Project Management skills', 'An inquisitive and investigative nature.', 'Ability to interact with many levels and to face and deal with issues in a mature and professional manner']",Data AnalyticsData ScienceData VisualizationData ManipulationAddData ValidationAddElicitationAddImplementation PlansAddLogical ReasoningAddParsingAddShareholder CommunicationsAdd,
Digital Marketing Manager,WORDKLIPS,"Ludhiana, Punjab, India",On-site,2-10 employees,2 on LinkedIn,9 applicants,Education Management 2-10 employees 2 on LinkedIn,Contract,"['Plan and execute all digital marketing, including SEO/SEM, marketing database, email, social media and display advertising campaigns', 'Design, build and maintain our social media presence', 'Measure and report performance of all digital marketing campaigns, and assess against goals (ROI and KPIs)', 'Identify trends and insights, and optimize spend and performance based on the insights', 'Brainstorm new and creative growth strategies', 'Plan, execute, and measure experiments and conversion tests', 'Collaborate with internal teams to create landing pages and optimize user experience', 'Utilize strong analytical ability to evaluate end-to-end customer experience across multiple channels and customer touch points', 'Instrument conversion points and optimize user funnels', 'Collaborate with agencies and other vendor partners', 'Evaluate emerging technologies. Provide thought leadership and perspective for adoption where appropriate', 'BS/MS degree in marketing or a related field', 'Proven working experience in digital marketing', 'Demonstrable experience leading and managing SEO/SEM, marketing database, email, social media and/or display advertising campaigns', 'Highly creative with experience in identifying target audiences and devising digital campaigns that engage, inform and motivate', 'Experience in optimizing landing pages and user funnels', 'Experience with A/B and multivariate experiments', 'Solid knowledge of website analytics tools (e.g., Google Analytics, NetInsight, Omniture, WebTrends)', 'Working knowledge of ad serving tools (e.g., DART, Atlas)', 'Experience in setting up and optimizing Google Adwords campaigns', 'Working knowledge of HTML, CSS, and JavaScript development and constraints', 'Strong analytical skills and data-driven thinking', 'Up-to-date with the latest trends and best practices in online marketing and measurement']",CommunicationAd ServingAddCampaignsAddContent CreationAddDigital MarketingAddMarketingAddMarketing Campaign ManagementAddMarketing StrategyAddStrategyAddTarget AudienceAdd,
Investment Banker,Torin Wealth Management,"Surat, Gujarat, India",On-site,11-50 employees,16 on LinkedIn,39 applicants,Financial Services 11-50 employees 16 on LinkedIn,Full-time,"[""About Torin Wealth Management :Torin Wealth Management is South Gujarat's largest 360° wealth management firm catering to Financial Planning, Investments, Insurance, and Estate Planning needs for HNIs, families, trusts, and SMEs. We have a presence in 6 cities namely – Surat, Anand, Rajkot, Vadodara, Mumbai, and Pune. Ours headquarter is stationed at Surat, with a team of 52 employees. We manage INR 90,000 crore worth of risk under management and our AUM is INR 600 crore, with the largest live monthly SIP book at INR 2.8 crore.Job Description:Investment BankerJob Summary :As an Investment Banker, you will assess businesses and help clients in raising money using different financial models. In addition to private equity deals, you will facilitate mergers and acquisitions (M&A) and create suggestions for product offerings. You will conduct due diligence study and analysis on financial transactions, as well as build customer portfolio presentations.Job Duties and Deliverables include, but are not limited to :• Conduct research and due diligence investigation to understand the market• Develop strategies to discover potential investors• Analyze risk and offer financial advice• Facilitate M&A• Prepare reports, models, and forecasts• Maintain the highest professional and ethical standards• Maintain license and certifications• Manage IPOs• Conduct client meetingsMinimum Qualification :• Bachelor’s degree in finance, economics, or related, required• CFA Level 1 & Level 2 Qualified/CA/FRM• 1-2+ years of experience as an investment banker or underwriter• Knowledge of market trends• Knowledge of securities regulations and M&A• Outstanding communication skills• Ability to work with tight deadlines• Experience with valuation, financial modeling, and financial forecasting• Technical skills – Excel, PowerPointPreferred Skills :• CFA Level - 3• Leadership and Interpersonal skills• Strategic creative thinking and business thinking• Highly interactive and exceptional communication skills both in verbal and written form• Team playerJob Location :Majura gate, Surat, Gujarat.Note: Candidate must be relocated to Surat.http://www.torinwealth.com/""]",FinanceFinancial ModelingChartered Financial AnalystAddFinancial AnalysisAddFinancial ForecastingAddHelping ClientsAddMarket AnalysisAddMergers & Acquisitions (M&A)AddRisk AnalysisAddWealth Management ServicesAdd,
Excel Spreadsheet Development work from home job/internship at Lok Samvad Sansthan,Lok Samvad Sansthan,India,Remote,2-10 employees,3 on LinkedIn,1 applicant,Non-profit Organization Management 2-10 employees 3 on LinkedIn,Part-time · Internship,"['Calculate discounted cash flows and detailed financials in MS-Excel', 'Work on refining various Excel sheets', 'Make financial presentations using Excel sheets', 'Candidates who can work for a minimum of 20 hours per week should apply', 'are available for the work from home job/internship', ""can start the work from home job/internship between 18th Mar'23 and 22nd Apr'23"", 'are available for duration of 5 months', 'have relevant skills and interests', 'Women wanting to start/restart their career can also apply.']",PresentationsBusiness AnalyticsAddBusiness CommunicationsAddCash FlowAddClinical Trial AnalysisAddOracle FinancialsAddSAS (Programming Language)AddSAS (Software)AddStock MarketAddTally ERPAdd,
Executive - Customer Services,Capita,"Pune, Maharashtra, India",On-site,"10,001+ employees","24,478 on LinkedIn",11 applicants,"Information Technology & Services 10,001+ employees 24,478 on LinkedIn",Full-time · Mid-Senior level,"['Participates in ongoing production processing and performs basic operational tasks under direct supervision.Job TitleExecutive - Customer ServicesJob DescriptionParticipates in ongoing production processing and performs basic operational tasks under direct supervision.Location:Pune,IndiaTime TypeFull timeContract TypePermanent']",Problem SolvingContact CentersAddCustomer ExperienceAddCustomer RetentionAddCustomer SatisfactionAddCustomer Service ManagementAddCustomer Service OperationsAddCustomer SupportAddNegotiationAddOrder ProcessingAdd,
SAP Master Data Governance MDG Tool Application Developer,Accenture in India,"Mumbai, Maharashtra, India",Full-time · Mid-Senior level,"10,001+ employees","42,758 on LinkedIn",6 applicants,"Information Technology & Services 10,001+ employees 42,758 on LinkedIn",Full-time · Mid-Senior level,"[""About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song-all powered by the world's largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at accenture.comProject Role :Application DeveloperProject Role Description :Design, build and configure applications to meet business process and application requirements.Management Level :10Work Experience :4-6 yearsWork location :MumbaiMust Have Skills :Good To Have Skills :Job Requirements :Key Responsibilities : a Execute changes to SAP master data eg customer, vendor, materials etc as approved by the business b Coordinate material and finish products master data setup, validations and periodic maintenance c Perform regular business related activities eg price and contracts updates, approval schemes d System monitoring and user management related activities e Perform mass updates as required f Participate in projects and initiatives across multiple functional areas and regionsTechnical Experience : a Work with business units and process experts to resolve master data issues b Ensure data quality, compliance and consistency of master data across business systems c Support the business with required procedures, submit incidents and change requests when needed d Assist business process experts in defining standard operating procedures, process flows and related documentationProfessional Attributes : Excellent requirement analysis and development skills, good communication skillsEducational Qualification : Any Graduation or Any Technical Graduation15 years of full time education""]",Business ProcessAddBusiness SystemsAddData GovernanceAddData QualityAddMaster DataAddOperationsAddSAP Master Data GovernanceAddSAP ProductsAdd,
BI/ Analytics Project Lead - 7+yrs - FT (Remote),Yavda Analytics Private Limited,"Hyderabad, Telangana, India",Remote,11-50 employees,19 on LinkedIn,22 applicants,Information Technology & Services 11-50 employees 19 on LinkedIn,Full-time,"['Your single biggest metric - Deliver 100% projects/milestones by the promised deadline', ""Change of deadlines due to scope changes or elements outside your control/influence don't count"", 'Manage and deliver on multiple (15+ projects) small-sized (1-5 resources), mixed duration (1 weeks - 3 months) projects.', 'Gather and analyze requirements from client', 'Create milestones and breakdown the milestones into manageable tasks', 'Assign tasks to team leads/members', 'Tracking progress between milestones', 'Regular updates to stakeholders (clients, Project leads, directors)', 'Manage to allocated effort estimate (man-hours)', 'Review the deliverable before submitting to the client', 'Delivering milestones on schedule', ""email 'recruit@yavda.in' with the subject 'I have read all PL requirements'. if you miss this, we will not shortlist you."", 'Manage moving parts with respect to milestones - schedules, documentation, staffing', '7+ years of experience delivering Analytics/BI service projects to organizations', 'Experience in interacting and managing with clients', 'Experience in projects using Tableau and Power BI, as well as Data Warehousing/ETL/SQL', 'Experience in full project lifecycle - from initial kick-off to Final sign-off', 'If you hate office politics, you would love it here.', 'As a small company, you report to a director. You deliver, you succeed. Simple.', 'Excellent Pay', 'Boost your career with fast growing company', '22 annual vacations days (as compared to standard 15 days by other companies)']","AnalyticsBusiness Intelligence (BI)Extract, Transform, Load (ETL)SQLBreakdownAddData WarehousingAddProject LeadershipAddRequirements AnalysisAddTableauAddWarehouse OperationsAdd",
Program Analyst,Wells Fargo,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","207,232 on LinkedIn",4 applicants,"Financial Services 10,001+ employees 207,232 on LinkedIn",Full-time · Associate,"['Perform a variety of job assignments to develop key skills and gain a working knowledge of the organization', 'Attend classroom training, self-study assignments, workshops, networking and other events', 'Receive direction from manager and exercise judgment while developing understanding of policies, procedures and compliance requirements', 'Collaborate and consult with peers, colleagues and managers to resolve issues and achieve goals', 'Interact with internal customers', 'Receive direction from leaders and exercise independent judgment while developing the knowledge to understand Development Programs policies, procedures and compliance requirements', 'Work experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education']",Analytical SkillsData AnalysisEnglishAddGovernment ContractingAddMilitary OperationsAddProactive MonitoringAddProgram ManagementAddResearchAddTeamworkAddTrainingAdd,
